,channel,event,timestamp,type,userId
81242,client,Plans Tab Clicked,2020-01-11 02:18:35.982,track,anon0151
81243,client,App Timing Metric,2020-01-11 02:18:38.963,track,anon0072
81244,client,generic32 Credentials Added,2020-01-11 02:18:42.807,track,anon0062
81245,client,First Contentful Paint,2020-01-11 02:18:50.204,track,anon0041
81246,client,App Timing Metric,2020-01-11 02:18:50.210,track,anon0041
81247,server,Password Submitted,2020-01-11 02:18:50.938,track,anon0065
81248,client,App Timing Metric,2020-01-11 02:18:52.522,track,anon0072
81249,client,App Timing Metric,2020-01-11 02:18:53.154,track,anon0072
81250,client,App Timing Metric,2020-01-11 02:18:53.524,track,anon0041
81251,client,Side Nav Clicked,2020-01-11 02:18:54.881,track,anon0072
81252,client,Side Nav Clicked generic30,2020-01-11 02:18:54.900,track,anon0072
81253,client,App Timing Metric,2020-01-11 02:18:59.050,track,anon0072
81254,client,App Timing Metric,2020-01-11 02:18:59.704,track,anon0072
81255,client,generic29 Nav Link Clicked,2020-01-11 02:18:59.960,track,anon0072
81256,client,First Contentful Paint,2020-01-11 02:19:07.102,track,anon0164
81257,client,Unread Notification Count Displayed,2020-01-11 02:19:07.264,track,anon0164
81258,client,App Timing Metric,2020-01-11 02:19:07.265,track,anon0164
81259,client,App Timing Metric,2020-01-11 02:19:07.266,track,anon0164
81260,client,App Timing Metric,2020-01-11 02:19:07.575,track,anon0164
81261,server,Tracking Plan Saved,2020-01-11 02:19:11.247,track,anon0154
81262,client,Visited Integration Docs,2020-01-11 02:19:11.469,track,anon0062
81263,server,Tracking Plan Saved,2020-01-11 02:19:23.519,track,anon0154
81264,server,Tracking Plan Saved,2020-01-11 02:19:30.958,track,anon0154
81265,client,App Timing Metric,2020-01-11 02:19:44.808,track,anon0009
81266,client,First Contentful Paint,2020-01-11 02:19:47.849,track,anon0136
81267,client,App Timing Metric,2020-01-11 02:19:48.044,track,anon0136
81268,client,App Timing Metric,2020-01-11 02:19:48.046,track,anon0136
81269,client,App Timing Metric,2020-01-11 02:19:49.500,track,anon0136
81270,server,Tracking Plan Saved,2020-01-11 02:19:54.109,track,anon0154
81271,server,Tracking Plan Connection Changed,2020-01-11 02:19:55.085,track,anon0154
81272,client,First Paint,2020-01-11 02:20:05.585,track,anon0095
81273,client,First Contentful Paint,2020-01-11 02:20:05.591,track,anon0095
81274,client,App Timing Metric,2020-01-11 02:20:05.734,track,anon0095
81275,client,App Timing Metric,2020-01-11 02:20:05.755,track,anon0095
81276,client,App Timing Metric,2020-01-11 02:20:06.316,track,anon0095
81277,server,Tracking Plan Saved,2020-01-11 02:20:11.125,track,anon0154
81278,server,Tracking Plan Saved,2020-01-11 02:20:24.954,track,anon0154
81279,server,Tracking Plan Saved,2020-01-11 02:20:32.011,track,anon0154
81280,server,Tracking Plan Saved,2020-01-11 02:21:11.135,track,anon0154
81281,server,Tracking Plan Saved,2020-01-11 02:21:24.211,track,anon0154
81282,server,Tracking Plan Saved,2020-01-11 02:21:36.531,track,anon0154
81283,server,Tracking Plan Saved,2020-01-11 02:22:10.885,track,anon0154
81284,server,Tracking Plan Saved,2020-01-11 02:22:25.447,track,anon0154
81285,server,Tracking Plan Saved,2020-01-11 02:22:34.300,track,anon0154
81286,client,App Timing Metric,2020-01-11 02:22:43.205,track,anon0152
81287,client,First Paint,2020-01-11 02:22:43.207,track,anon0152
81288,client,generic08 Error,2020-01-11 02:22:43.207,track,anon0152
81289,client,First Contentful Paint,2020-01-11 02:22:43.209,track,anon0152
81290,client,App Timing Metric,2020-01-11 02:22:43.209,track,anon0152
81291,client,First Input Delay,2020-01-11 02:22:44.454,track,anon0152
81292,client,App Timing Metric,2020-01-11 02:22:44.745,track,anon0009
81293,client,App Timing Metric,2020-01-11 02:22:46.485,track,anon0152
81294,client,First Paint,2020-01-11 02:22:51.558,track,anon0132
81295,client,First Contentful Paint,2020-01-11 02:22:51.561,track,anon0132
81296,client,App Timing Metric,2020-01-11 02:22:51.568,track,anon0132
81297,client,App Timing Metric,2020-01-11 02:22:52.175,track,anon0132
81298,client,First Input Delay,2020-01-11 02:22:53.539,track,anon0132
81299,client,App Timing Metric,2020-01-11 02:22:53.924,track,anon0132
81300,client,generic29 Nav Link Clicked,2020-01-11 02:23:00.489,track,anon0133
81301,client,First Paint,2020-01-11 02:23:01.795,track,anon0133
81302,client,First Contentful Paint,2020-01-11 02:23:01.975,track,anon0133
81303,client,App Timing Metric,2020-01-11 02:23:02.594,track,anon0133
81304,client,App Timing Metric,2020-01-11 02:23:02.904,track,anon0133
81305,client,First Input Delay,2020-01-11 02:23:04.818,track,anon0133
81306,client,Debugger Paused,2020-01-11 02:23:04.914,track,anon0133
81307,client,App Timing Metric,2020-01-11 02:23:06.357,track,anon0132
81308,client,App Timing Metric,2020-01-11 02:23:06.746,track,anon0132
81309,client,Debugger Call Clicked,2020-01-11 02:23:07.955,track,anon0133
81310,client,generic29 Nav Link Clicked,2020-01-11 02:23:08.521,track,anon0132
81311,server,Tracking Plan Saved,2020-01-11 02:23:10.939,track,anon0154
81312,client,Debugger Call Clicked,2020-01-11 02:23:11.973,track,anon0132
81313,client,Debugger Call Clicked,2020-01-11 02:23:15.603,track,anon0132
81314,client,Debugger Call Clicked,2020-01-11 02:23:15.903,track,anon0133
81315,client,View generic2325 Clicked,2020-01-11 02:23:16.826,track,anon0111
81316,client,Debugger Call Clicked,2020-01-11 02:23:16.871,track,anon0133
81317,client,Debugger Call Clicked,2020-01-11 02:23:17.720,track,anon0133
81318,client,Debugger Call Clicked,2020-01-11 02:23:18.600,track,anon0133
81319,client,Debugger Call Clicked,2020-01-11 02:23:19.579,track,anon0133
81320,client,Debugger Call Clicked,2020-01-11 02:23:20.023,track,anon0133
81321,server,Tracking Plan Saved,2020-01-11 02:23:23.057,track,anon0154
81322,client,Debugger Call Clicked,2020-01-11 02:23:23.096,track,anon0133
81323,client,Debugger Call Clicked,2020-01-11 02:23:26.116,track,anon0133
81324,client,Debugger Call Clicked,2020-01-11 02:23:27.627,track,anon0133
81325,client,Debugger Call Clicked,2020-01-11 02:23:28.588,track,anon0133
81326,client,Debugger Call Clicked,2020-01-11 02:23:30.091,track,anon0133
81327,server,Tracking Plan Saved,2020-01-11 02:23:30.147,track,anon0154
81328,client,App Timing Metric,2020-01-11 02:23:39.147,track,anon0059
81329,client,Clicked Catalog Integration,2020-01-11 02:23:43.884,track,anon0152
81330,client,Clicked Catalog Integration,2020-01-11 02:23:45.533,track,anon0152
81331,client,Clicked Catalog Integration,2020-01-11 02:23:46.559,track,anon0152
81332,client,View generic2325 Clicked,2020-01-11 02:23:47.907,track,anon0132
81333,client,generic29 Nav Link Clicked,2020-01-11 02:23:48.373,track,anon0132
81334,client,First Paint,2020-01-11 02:23:50.536,track,anon0152
81335,client,First Contentful Paint,2020-01-11 02:23:50.641,track,anon0152
81336,client,Debugger Call Clicked,2020-01-11 02:23:50.655,track,anon0132
81337,client,App Timing Metric,2020-01-11 02:23:52.054,track,anon0152
81338,client,App Timing Metric,2020-01-11 02:23:53.041,track,anon0152
81339,client,First Paint,2020-01-11 02:23:56.489,track,anon0033
81340,client,First Contentful Paint,2020-01-11 02:23:56.547,track,anon0033
81341,client,App Timing Metric,2020-01-11 02:23:56.647,track,anon0033
81342,client,App Timing Metric,2020-01-11 02:23:56.671,track,anon0033
81343,client,First Paint,2020-01-11 02:23:57.156,track,anon0100
81344,client,First Contentful Paint,2020-01-11 02:23:57.157,track,anon0100
81345,client,Signup Page Viewed,2020-01-11 02:23:57.163,track,anon0100
81346,client,First Input Delay,2020-01-11 02:23:59.472,track,anon0100
81347,server,generic0120 Run Failed,2020-01-11 02:24:03.179,track,anon0063
81348,client,Email Captured,2020-01-11 02:24:05.171,track,anon0100
81349,client,Site Exited,2020-01-11 02:24:10.192,track,anon0152
81350,server,Tracking Plan Saved,2020-01-11 02:24:11.075,track,anon0154
81351,client,First Input Delay,2020-01-11 02:24:17.904,track,anon0152
81352,client,Site Exited,2020-01-11 02:24:17.980,track,anon0152
81353,client,Debugger Call Clicked,2020-01-11 02:24:19.171,track,anon0132
81354,server,Tracking Plan Saved,2020-01-11 02:24:22.062,track,anon0154
81355,server,Tracking Plan Connection Changed,2020-01-11 02:24:23.034,track,anon0154
81356,server,Tracking Plan Saved,2020-01-11 02:24:23.291,track,anon0154
81357,server,Tracking Plan Saved,2020-01-11 02:24:30.969,track,anon0154
81358,client,User Settings Detail Form Edited,2020-01-11 02:24:35.515,track,anon0100
81359,client,Lead Captured,2020-01-11 02:24:35.556,track,anon0100
81360,server,Signup Completed,2020-01-11 02:24:36.238,track,anon0166
81361,server,Password Submitted,2020-01-11 02:24:36.323,track,anon0065
81362,client,User Signed Up,2020-01-11 02:24:36.429,track,anon0166
81363,server,User Created,2020-01-11 02:24:37.811,track,anon0166
81364,client,Debugger Call Clicked,2020-01-11 02:24:37.900,track,anon0132
81365,client,App Timing Metric,2020-01-11 02:24:38.052,track,anon0166
81366,client,Debugger Call Clicked,2020-01-11 02:24:38.500,track,anon0132
81367,client,generic29 Nav Link Clicked,2020-01-11 02:25:00.960,track,anon0151
81368,client,generic27 Settings Tab Clicked,2020-01-11 02:25:00.961,track,anon0151
81369,client,Invoice History Tab Clicked,2020-01-11 02:25:00.962,track,anon0151
81370,client,App Timing Metric,2020-01-11 02:25:07.949,track,anon0151
81371,client,First Paint,2020-01-11 02:25:07.950,track,anon0151
81372,client,First Contentful Paint,2020-01-11 02:25:07.951,track,anon0151
81373,client,App Timing Metric,2020-01-11 02:25:08.275,track,anon0151
81374,client,Page Call Duplicated,2020-01-11 02:25:09.254,track,anon0088
81375,client,First Paint,2020-01-11 02:25:09.255,track,anon0088
81376,client,First Contentful Paint,2020-01-11 02:25:09.264,track,anon0088
81377,client,App Timing Metric,2020-01-11 02:25:09.264,track,anon0088
81378,server,Tracking Plan Saved,2020-01-11 02:25:11.012,track,anon0154
81379,client,First Contentful Paint,2020-01-11 02:25:13.919,track,anon0005
81380,client,App Timing Metric,2020-01-11 02:25:13.986,track,anon0005
81381,server,Tracking Plan Saved,2020-01-11 02:25:23.773,track,anon0154
81382,client,generic23 Overview Accordion Toggled,2020-01-11 02:25:29.089,track,anon0166
81383,client,generic23 Overview Accordion Toggled,2020-01-11 02:25:30.310,track,anon0166
81384,client,generic29 Nav Link Clicked,2020-01-11 02:25:34.102,track,anon0166
81385,server,Tracking Plan Saved,2020-01-11 02:25:37.586,track,anon0154
81386,client,Debugger Call Clicked,2020-01-11 02:25:39.845,track,anon0166
81387,client,Debugger Call Clicked,2020-01-11 02:25:42.258,track,anon0166
81388,client,Debugger Call Clicked,2020-01-11 02:25:43.674,track,anon0166
81389,client,App Timing Metric,2020-01-11 02:25:45.577,track,anon0009
81390,client,Side Nav Clicked,2020-01-11 02:25:47.319,track,anon0166
81391,client,Side Nav Clicked,2020-01-11 02:25:56.850,track,anon0166
81392,client,Side Nav Clicked Catalog,2020-01-11 02:25:57.392,track,anon0166
81393,client,App Timing Metric,2020-01-11 02:26:00.984,track,anon0166
81394,client,Side Nav Clicked,2020-01-11 02:26:03.923,track,anon0166
81395,client,Side Nav Clicked generic30,2020-01-11 02:26:03.926,track,anon0166
81396,server,Tracking Plan Saved,2020-01-11 02:26:10.876,track,anon0154
81397,client,App Timing Metric,2020-01-11 02:26:12.755,track,anon0108
81398,client,Network Error,2020-01-11 02:26:12.809,track,anon0108
81399,client,App Timing Metric,2020-01-11 02:26:12.811,track,anon0108
81400,server,Tracking Plan Saved,2020-01-11 02:26:22.633,track,anon0154
81401,server,Tracking Plan Saved,2020-01-11 02:26:33.993,track,anon0154
81402,client,First Paint,2020-01-11 02:26:35.198,track,anon0031
81403,client,First Contentful Paint,2020-01-11 02:26:35.219,track,anon0031
81404,client,App Timing Metric,2020-01-11 02:26:35.267,track,anon0031
81405,client,App Timing Metric,2020-01-11 02:26:35.409,track,anon0031
81406,client,First Input Delay,2020-01-11 02:26:36.601,track,anon0031
81407,client,App Timing Metric,2020-01-11 02:26:38.115,track,anon0031
81408,client,Side Nav Clicked,2020-01-11 02:26:38.867,track,anon0031
81409,client,Side Nav Clicked generic04,2020-01-11 02:26:38.887,track,anon0031
81410,client,App Timing Metric,2020-01-11 02:26:41.895,track,anon0031
81411,client,First Contentful Paint,2020-01-11 02:26:42.787,track,
81412,client,First Contentful Paint,2020-01-11 02:26:43.116,track,
81413,client,App Timing Metric,2020-01-11 02:26:43.116,track,
81414,client,First Contentful Paint,2020-01-11 02:26:43.719,track,
81415,client,First Contentful Paint,2020-01-11 02:26:45.761,track,
81416,client,App Timing Metric,2020-01-11 02:26:45.764,track,
81417,client,First Contentful Paint,2020-01-11 02:26:46.513,track,
81418,client,Signup Page Viewed,2020-01-11 02:26:50.149,track,
81419,client,First Input Delay,2020-01-11 02:26:50.241,track,
81420,client,Signup Page Viewed,2020-01-11 02:26:50.367,track,
81421,client,First Input Delay,2020-01-11 02:26:50.621,track,
81422,client,Signup Page Viewed,2020-01-11 02:26:52.953,track,
81423,client,First Input Delay,2020-01-11 02:26:53.029,track,
81424,client,First Input Delay,2020-01-11 02:26:53.227,track,
81425,client,Signup Page Viewed,2020-01-11 02:26:53.371,track,
81426,client,Signup Page Viewed,2020-01-11 02:26:57.389,track,
81427,client,First Input Delay,2020-01-11 02:26:58.075,track,
81428,server,Tracking Plan Saved,2020-01-11 02:27:10.935,track,anon0154
81429,client,App Timing Metric,2020-01-11 02:27:14.215,track,anon0166
81430,client,Viewed Integration,2020-01-11 02:27:14.434,track,anon0166
81431,server,Tracking Plan Saved,2020-01-11 02:27:23.137,track,anon0154
81432,server,generic0120 Run Failed,2020-01-11 02:27:24.602,track,anon0126
81433,server,Tracking Plan Saved,2020-01-11 02:27:30.301,track,anon0154
81434,client,Clicked Catalog Integration,2020-01-11 02:28:02.797,track,anon0152
81435,client,Clicked Catalog Integration,2020-01-11 02:28:03.398,track,anon0152
81436,client,Clicked Catalog Integration,2020-01-11 02:28:04.044,track,anon0152
81437,client,Clicked Catalog Integration,2020-01-11 02:28:04.668,track,anon0152
81438,client,Debugger Call Clicked,2020-01-11 02:28:07.991,track,anon0158
81439,client,App Timing Metric,2020-01-11 02:28:10.934,track,anon0152
81440,client,First Paint,2020-01-11 02:28:11.049,track,anon0152
81441,server,Tracking Plan Saved,2020-01-11 02:28:11.135,track,anon0154
81442,client,App Timing Metric,2020-01-11 02:28:11.135,track,anon0152
81443,client,First Contentful Paint,2020-01-11 02:28:11.207,track,anon0152
81444,client,First Paint,2020-01-11 02:28:12.767,track,anon0152
81445,client,App Timing Metric,2020-01-11 02:28:12.787,track,anon0152
81446,client,App Timing Metric,2020-01-11 02:28:12.853,track,anon0152
81447,client,First Input Delay,2020-01-11 02:28:13.112,track,anon0152
81448,client,App Timing Metric,2020-01-11 02:28:13.788,track,anon0152
81449,client,App Timing Metric,2020-01-11 02:28:13.972,track,anon0152
81450,client,App Timing Metric,2020-01-11 02:28:14.059,track,anon0152
81451,client,Site Exited,2020-01-11 02:28:15.707,track,anon0152
81452,client,Debugger Call Clicked,2020-01-11 02:28:18.483,track,anon0158
81453,server,Tracking Plan Saved,2020-01-11 02:28:24.457,track,anon0154
81454,client,First Input Delay,2020-01-11 02:28:29.234,track,anon0152
81455,client,Site Exited,2020-01-11 02:28:29.324,track,anon0152
81456,server,Tracking Plan Saved,2020-01-11 02:28:31.223,track,anon0154
81457,client,Debugger Call Clicked,2020-01-11 02:28:32.212,track,anon0158
81458,client,Debugger Call Clicked,2020-01-11 02:28:33.586,track,anon0158
81459,server,Password Submitted,2020-01-11 02:28:50.958,track,anon0065
81460,client,First Paint,2020-01-11 02:28:51.284,track,anon0039
81461,client,First Contentful Paint,2020-01-11 02:28:51.292,track,anon0039
81462,client,Page Call Duplicated,2020-01-11 02:28:51.309,track,anon0039
81463,client,First Input Delay,2020-01-11 02:28:52.383,track,anon0039
81464,client,Side Nav Clicked,2020-01-11 02:28:54.475,track,anon0039
81465,server,Tracking Plan Saved,2020-01-11 02:29:10.974,track,anon0154
81466,client,Clicked Catalog View All,2020-01-11 02:29:16.447,track,anon0031
81467,client,Clicked Catalog Integration,2020-01-11 02:29:25.590,track,anon0031
81468,server,Tracking Plan Saved,2020-01-11 02:29:25.714,track,anon0154
81469,server,Tracking Plan Saved,2020-01-11 02:29:34.382,track,anon0154
81470,client,Side Nav Clicked,2020-01-11 02:29:38.227,track,anon0031
81471,client,Side Nav Clicked generic04,2020-01-11 02:29:38.242,track,anon0031
81472,client,App Timing Metric,2020-01-11 02:29:45.297,track,anon0061
81473,client,App Timing Metric,2020-01-11 02:29:45.514,track,anon0061
81474,server,Tracking Plan Saved,2020-01-11 02:29:57.944,track,anon0154
81475,client,Upgrade generic24 Clicked,2020-01-11 02:29:58.821,track,anon0031
81476,server,Tracking Plan Connection Changed,2020-01-11 02:29:58.903,track,anon0154
81477,server,generic0120 Run Failed,2020-01-11 02:30:03.565,track,anon0060
81478,client,App Timing Metric,2020-01-11 02:30:07.602,track,anon0031
81479,server,Tracking Plan Saved,2020-01-11 02:30:11.193,track,anon0154
81480,server,Tracking Plan Saved,2020-01-11 02:30:11.278,track,anon0154
81481,server,Tracking Plan Connection Changed,2020-01-11 02:30:12.181,track,anon0154
81482,client,First Paint,2020-01-11 02:30:15.506,track,anon0080
81483,client,App Timing Metric,2020-01-11 02:30:15.558,track,anon0009
81484,client,First Contentful Paint,2020-01-11 02:30:15.563,track,anon0017
81485,client,App Timing Metric,2020-01-11 02:30:15.799,track,anon0017
81486,client,First Contentful Paint,2020-01-11 02:30:15.853,track,anon0080
81487,client,App Timing Metric,2020-01-11 02:30:15.985,track,anon0017
81488,client,App Timing Metric,2020-01-11 02:30:18.199,track,anon0080
81489,client,App Timing Metric,2020-01-11 02:30:19.689,track,anon0076
81490,server,generic0120 Run Failed,2020-01-11 02:30:20.999,track,anon0126
81491,server,Tracking Plan Saved,2020-01-11 02:30:23.181,track,anon0154
81492,client,App Timing Metric,2020-01-11 02:30:27.005,track,anon0080
81493,client,generic29 Nav Link Clicked,2020-01-11 02:30:29.340,track,anon0080
81494,client,First Input Delay,2020-01-11 02:30:29.507,track,anon0080
81495,server,Tracking Plan Saved,2020-01-11 02:30:32.060,track,anon0154
81496,client,Clicked Add generic23,2020-01-11 02:30:39.079,track,anon0031
81497,client,Debugger Call Clicked,2020-01-11 02:30:53.178,track,anon0006
81498,client,Unread Notification Count Displayed,2020-01-11 02:30:58.693,track,anon0138
81499,client,App Timing Metric,2020-01-11 02:31:03.904,track,anon0091
81500,server,Tracking Plan Saved,2020-01-11 02:31:10.949,track,anon0154
81501,client,App Timing Metric,2020-01-11 02:31:11.287,track,anon0132
81502,client,App Timing Metric,2020-01-11 02:31:11.536,track,anon0132
81503,client,generic29 Nav Link Clicked,2020-01-11 02:31:12.664,track,anon0132
81504,client,Debugger Call Clicked,2020-01-11 02:31:14.584,track,anon0132
81505,client,Debugger Call Clicked,2020-01-11 02:31:22.607,track,anon0132
81506,server,Tracking Plan Saved,2020-01-11 02:31:25.250,track,anon0154
81507,server,Tracking Plan Saved,2020-01-11 02:31:32.461,track,anon0154
81508,client,First Paint,2020-01-11 02:31:48.309,track,
81509,client,Signup Page Viewed,2020-01-11 02:31:48.315,track,
81510,client,First Contentful Paint,2020-01-11 02:31:48.319,track,
81511,client,First Input Delay,2020-01-11 02:31:50.951,track,
81512,server,Tracking Plan Saved,2020-01-11 02:32:11.211,track,anon0154
81513,server,generic0119 Run Failed,2020-01-11 02:32:17.602,track,anon0057
81514,server,Tracking Plan Saved,2020-01-11 02:32:23.234,track,anon0154
81515,client,Debugger Call Clicked,2020-01-11 02:32:23.690,track,anon0132
81516,server,Tracking Plan Saved,2020-01-11 02:32:30.335,track,anon0154
81517,client,Debugger Call Clicked,2020-01-11 02:32:31.490,track,anon0132
81518,client,Debugger Call Clicked,2020-01-11 02:32:34.015,track,anon0132
81519,client,Debugger Call Clicked,2020-01-11 02:32:34.604,track,anon0132
81520,client,Debugger Call Clicked,2020-01-11 02:32:35.107,track,anon0132
81521,client,Debugger Call Clicked,2020-01-11 02:32:35.606,track,anon0132
81522,client,generic29 Nav Link Clicked,2020-01-11 02:32:39.374,track,anon0080
81523,client,Debugger Call Clicked,2020-01-11 02:32:42.892,track,anon0132
81524,client,View generic2325 Clicked,2020-01-11 02:32:46.835,track,anon0080
81525,client,generic29 Nav Link Clicked,2020-01-11 02:32:47.666,track,anon0080
81526,client,Email Captured,2020-01-11 02:32:55.956,track,
81527,client,App Timing Metric,2020-01-11 02:33:03.061,track,anon0146
81528,client,First Contentful Paint,2020-01-11 02:33:04.598,track,anon0146
81529,client,First Paint,2020-01-11 02:33:04.598,track,anon0146
81530,client,User Settings Detail Form Edited,2020-01-11 02:33:05.379,track,
81531,client,Debugger Call Clicked,2020-01-11 02:33:05.706,track,anon0132
81532,server,generic0120 Run Failed,2020-01-11 02:33:08.125,track,anon0064
81533,server,Tracking Plan Saved,2020-01-11 02:33:11.344,track,anon0154
81534,client,App Timing Metric,2020-01-11 02:33:15.567,track,anon0009
81535,client,First Paint,2020-01-11 02:33:21.676,track,anon0033
81536,client,First Contentful Paint,2020-01-11 02:33:21.684,track,anon0033
81537,client,App Timing Metric,2020-01-11 02:33:21.700,track,anon0033
81538,client,Page Call Duplicated,2020-01-11 02:33:21.703,track,anon0033
81539,client,First Input Delay,2020-01-11 02:33:22.986,track,anon0033
81540,client,App Timing Metric,2020-01-11 02:33:23.458,track,anon0033
81541,server,Tracking Plan Saved,2020-01-11 02:33:25.398,track,anon0154
81542,client,First Paint,2020-01-11 02:33:28.135,track,anon0029
81543,client,First Contentful Paint,2020-01-11 02:33:28.136,track,anon0029
81544,client,App Timing Metric,2020-01-11 02:33:28.926,track,anon0029
81545,client,JavaScript Error,2020-01-11 02:33:30.537,track,anon0029
81546,client,First Input Delay,2020-01-11 02:33:31.011,track,anon0029
81547,client,App Timing Metric,2020-01-11 02:33:31.343,track,anon0033
81548,client,First Paint,2020-01-11 02:33:33.346,track,anon0029
81549,client,First Contentful Paint,2020-01-11 02:33:33.377,track,anon0029
81550,client,App Timing Metric,2020-01-11 02:33:33.392,track,anon0029
81551,client,generic29 Nav Link Clicked,2020-01-11 02:33:34.117,track,anon0033
81552,server,Tracking Plan Saved,2020-01-11 02:33:34.276,track,anon0154
81553,client,App Timing Metric,2020-01-11 02:33:35.419,track,anon0029
81554,client,App Timing Metric,2020-01-11 02:33:35.501,track,anon0029
81555,client,First Input Delay,2020-01-11 02:33:42.542,track,anon0145
81556,client,First Input Delay,2020-01-11 02:33:44.542,track,anon0029
81557,client,Debugger Call Clicked,2020-01-11 02:33:44.713,track,anon0029
81558,client,Debugger Call Clicked,2020-01-11 02:33:47.473,track,anon0029
81559,client,Debugger Call Clicked,2020-01-11 02:33:48.658,track,anon0029
81560,client,Debugger Call Clicked,2020-01-11 02:33:49.179,track,anon0029
81561,client,Debugger Call Clicked,2020-01-11 02:33:49.725,track,anon0029
81562,client,Debugger Call Clicked,2020-01-11 02:33:51.384,track,anon0029
81563,client,Debugger Call Clicked,2020-01-11 02:34:01.323,track,anon0029
81564,client,Debugger Call Clicked,2020-01-11 02:34:02.730,track,anon0029
81565,client,Debugger Call Clicked,2020-01-11 02:34:03.523,track,anon0029
81566,client,Debugger Call Clicked,2020-01-11 02:34:04.368,track,anon0029
81567,client,Debugger Call Clicked,2020-01-11 02:34:05.128,track,anon0029
81568,client,Debugger Call Clicked,2020-01-11 02:34:05.874,track,anon0029
81569,client,Debugger Call Clicked,2020-01-11 02:34:07.473,track,anon0029
81570,client,Debugger Call Clicked,2020-01-11 02:34:08.447,track,anon0029
81571,client,Debugger Call Clicked,2020-01-11 02:34:09.957,track,anon0029
81572,client,Debugger Call Clicked,2020-01-11 02:34:10.369,track,anon0029
81573,client,Debugger Call Clicked,2020-01-11 02:34:10.803,track,anon0029
81574,server,Tracking Plan Saved,2020-01-11 02:34:10.913,track,anon0154
81575,client,Debugger Call Clicked,2020-01-11 02:34:11.298,track,anon0029
81576,client,Debugger Call Clicked,2020-01-11 02:34:11.963,track,anon0029
81577,server,Tracking Plan Saved,2020-01-11 02:34:23.551,track,anon0154
81578,server,Tracking Plan Saved,2020-01-11 02:34:30.785,track,anon0154
81579,client,Notification Banner Shown,2020-01-11 02:34:34.255,track,anon0066
81580,client,App Timing Metric,2020-01-11 02:34:34.257,track,anon0066
81581,client,App Timing Metric,2020-01-11 02:34:34.353,track,anon0066
81582,client,First Paint,2020-01-11 02:34:41.050,track,anon0127
81583,client,First Contentful Paint,2020-01-11 02:34:41.052,track,anon0127
81584,client,Notification Banner Shown,2020-01-11 02:34:41.430,track,anon0127
81585,client,App Timing Metric,2020-01-11 02:34:43.095,track,anon0127
81586,client,App Timing Metric,2020-01-11 02:34:45.574,track,anon0009
81587,client,Debugger Call Clicked,2020-01-11 02:34:57.857,track,anon0033
81588,client,Debugger Call Clicked,2020-01-11 02:34:58.286,track,anon0033
81589,client,First Paint,2020-01-11 02:34:59.082,track,anon0168
81590,client,First Contentful Paint,2020-01-11 02:35:02.012,track,anon0168
81591,client,First Input Delay,2020-01-11 02:35:05.141,track,anon0127
81592,server,Tracking Plan Saved,2020-01-11 02:35:11.016,track,anon0154
81593,server,Tracking Plan Saved,2020-01-11 02:35:23.073,track,anon0154
81594,client,App Timing Metric,2020-01-11 02:35:30.026,track,anon0168
81595,server,Tracking Plan Saved,2020-01-11 02:35:30.283,track,anon0154
81596,server,Tracking Plan Saved,2020-01-11 02:35:34.943,track,anon0154
81597,server,Tracking Plan Connection Changed,2020-01-11 02:35:36.032,track,anon0154
81598,server,Tracking Plan Saved,2020-01-11 02:36:11.069,track,anon0154
81599,server,Tracking Plan Saved,2020-01-11 02:36:23.353,track,anon0154
81600,server,Tracking Plan Saved,2020-01-11 02:36:31.368,track,anon0154
81601,client,Catalog Sidebar Searched,2020-01-11 02:36:36.205,track,anon0031
81602,client,Clicked Wishlist Integration Request Logo,2020-01-11 02:36:36.697,track,anon0031
81603,client,Clicked Wishlist Upvote Button,2020-01-11 02:36:43.900,track,anon0031
81604,server,Tracking Plan Saved,2020-01-11 02:37:10.912,track,anon0154
81605,server,Tracking Plan Saved,2020-01-11 02:37:23.364,track,anon0154
81606,server,Tracking Plan Saved,2020-01-11 02:37:30.866,track,anon0154
81607,client,generic29 Nav Link Clicked,2020-01-11 02:37:37.850,track,anon0080
81608,client,generic29 Nav Link Clicked,2020-01-11 02:37:45.801,track,anon0080
81609,client,Debugger Call Clicked,2020-01-11 02:37:54.511,track,anon0033
81610,client,First Paint,2020-01-11 02:38:04.232,track,anon0080
81611,client,First Contentful Paint,2020-01-11 02:38:04.257,track,anon0080
81612,client,App Timing Metric,2020-01-11 02:38:04.969,track,anon0080
81613,client,App Timing Metric,2020-01-11 02:38:05.653,track,anon0080
81614,client,App Timing Metric,2020-01-11 02:38:05.678,track,anon0080
81615,server,Tracking Plan Saved,2020-01-11 02:38:11.088,track,anon0154
81616,server,Tracking Plan Saved,2020-01-11 02:38:24.271,track,anon0154
81617,client,First Paint,2020-01-11 02:38:24.945,track,anon0104
81618,client,App Timing Metric,2020-01-11 02:38:24.959,track,anon0104
81619,client,First Contentful Paint,2020-01-11 02:38:24.972,track,anon0104
81620,client,Page Call Duplicated,2020-01-11 02:38:24.984,track,anon0104
81621,client,App Timing Metric,2020-01-11 02:38:26.654,track,anon0104
81622,client,First Input Delay,2020-01-11 02:38:26.687,track,anon0104
81623,server,Tracking Plan Saved,2020-01-11 02:38:33.708,track,anon0154
81624,server,Password Submitted,2020-01-11 02:38:50.945,track,anon0065
81625,client,First Paint,2020-01-11 02:38:56.869,track,anon0102
